CustomerId,Surname,Gender,Age,IsActiveMember,Tenure,HasCrCard,CreditScore,,,,
15574119,Ritchie,Male,42,1,9,1,706,,,,
15574122,McEncroe,Female,22,0,3,1,628,,,,
15574137,Pearson,Male,24,0,4,1,429,,,,
15574142,Gordon,Female,57,1,2,1,525,,,,
15574167,Ts'ai,Female,30,1,8,1,680,,,,
15574169,Lung,Male,40,0,1,1,749,,,,
15574206,Yuan,Female,31,0,4,0,763,,,,
15574213,Pardey,Male,30,0,3,1,734,,,,
15574237,Tai,Male,35,0,4,1,716,,,,
15574283,Scott,Male,35,0,2,1,594,,,,
15574296,Hunter,Female,46,0,9,1,644,,,,
15574305,Mazzanti,Male,35,1,1,1,671,,,,
15574324,L?,Male,26,1,7,1,664,,,,
15574331,Beach,Male,50,1,7,0,656,,,,
15574352,Hsieh,Female,40,0,1,1,667,,,,
15574369,Faulkner,Male,44,1,2,0,663,,,,
15574372,Knowles,Female,30,0,8,1,584,,,,
15574480,Day,Female,37,0,6,1,626,,,,
15574523,Hsueh,Male,29,0,7,1,485,,,,
15574554,Tsao,Female,32,1,3,0,659,,,,
15574558,Kennedy,Male,33,0,2,1,649,,,,
15574584,Nwabugwu,Female,39,0,5,1,805,,,,
15574608,Young,Female,39,0,10,1,716,,,,
15574692,Kerr,Female,40,1,6,0,642,,,,
15574743,Tien,Male,31,0,4,0,659,,,,
15574761,Marrero,Female,47,1,5,1,545,,,,
15574783,White,Male,22,0,8,0,543,,,,
15574795,Pisano,Female,25,0,7,1,718,,,,
15574830,Brown,Female,43,0,7,1,840,,,,
15574842,Freeman,Female,34,0,9,1,630,,,,
15574858,Russell,Male,59,1,3,1,643,,,,
15574868,Seleznyov,Female,32,1,1,1,654,,,,
15574879,Yusupova,Male,39,1,5,1,582,,,,
15574886,Foley,Male,32,1,3,1,659,,,,
15574910,Shih,Male,39,1,2,1,762,,,,
15574947,Ikedinachukwu,Female,32,0,7,1,568,,,,
15575002,Power,Male,25,1,6,1,670,,,,
15575024,Amos,Female,45,1,1,1,613,,,,
15575060,Reed,Male,30,0,0,1,539,,,,
15575119,Simmons,Female,57,1,8,1,850,,,,
15575146,Ricci,Male,34,0,9,1,522,,,,
15575147,Yen,Male,41,1,1,1,737,,,,
15575185,Campbell,Male,58,1,3,0,520,,,,
15575214,West,Male,28,1,3,0,706,,,,
15575243,Robinson,Female,45,1,2,0,643,,,,
15575247,Bianchi,Female,50,1,9,1,648,,,,
15575391,Chen,Female,29,0,9,1,443,,,,
15575399,Madukaego,Male,68,1,9,1,640,,,,
15575409,Ibrahimova,Female,33,1,3,1,628,,,,
15575410,Nolan,Female,42,0,9,1,540,,,,
15575417,Scott,Female,35,1,8,1,460,,,,
15575428,Blair,Male,34,1,2,0,636,,,,
15575430,Monaldo,Female,29,0,2,1,593,,,,
15575438,Sutherland,Male,42,1,4,1,801,,,,
15575445,Cole,Female,75,1,1,0,640,,,,
15575486,Briggs,Male,31,1,0,1,611,,,,
15575492,Gregory,Male,31,1,1,1,802,,,,
15575498,Bianchi,Male,35,1,7,1,717,,,,
15575510,Angelo,Female,39,1,8,0,769,,,,
15575581,Gardiner,Male,45,1,10,1,745,,,,
15575605,Kerr,Male,35,0,4,1,572,,,,
15575619,Ko,Female,30,0,2,1,629,,,,
15575623,Distefano,Female,39,0,2,0,687,,,,
15575676,Farrell,Female,50,1,9,1,483,,,,
15575679,Milano,Male,36,0,7,1,690,,,,
15575691,Ting,Female,30,1,10,0,492,,,,
15575694,Boyd,Male,28,0,8,1,709,,,,
15575748,Onyemaechi,Male,44,0,3,1,705,,,,
15575759,Black,Female,66,1,9,1,560,,,,
15575858,Oliver,Male,46,0,6,1,611,,,,
15575883,Greco,Male,62,1,2,1,730,,,,
15575935,Whitehead,Female,45,1,2,0,709,,,,
15575955,Ikemefuna,Female,21,0,10,1,544,,,,
15576000,Morrison,Female,29,1,7,1,712,,,,
15576022,Onyeoruru,Male,38,1,3,1,752,,,,
15576044,Cunningham,Male,46,0,9,1,648,,,,
15576065,Demidov,Male,38,0,8,0,556,,,,
15576077,Celis,Female,24,1,0,1,594,,,,
15576085,Cheng,Female,37,1,2,0,645,,,,
15576094,Knight,Male,33,1,3,1,557,,,,
15576111,Morin,Male,32,0,8,1,547,,,,
15576124,Mills,Female,39,1,9,0,701,,,,
15576126,Outhwaite,Female,66,0,1,1,616,,,,
15576131,Tung,Male,52,0,1,1,605,,,,
15576156,Pai,Female,38,1,4,1,593,,,,
15576162,Carpenter,Male,52,1,8,0,751,,,,
15576185,Fennell,Male,36,1,6,0,443,,,,
15576196,Fontaine,Male,23,1,8,1,685,,,,
15576216,Pratt,Male,36,0,9,1,718,,,,
15576219,Mitchell,Female,49,0,9,0,538,,,,
15576256,Franklin,Female,37,0,4,1,611,,,,
15576263,K'ung,Male,37,1,10,1,668,,,,
15576269,Ko,Female,41,0,3,1,537,,,,
15576304,McKenzie,Male,23,0,10,0,709,,,,
15576313,Pino,Male,38,1,1,1,850,,,,
15576352,Fisk,Female,31,1,3,1,745,,,,
15576360,Chiang,Female,41,1,9,1,693,,,,
15576368,Moseley,Male,35,0,8,1,795,,,,
15576517,Hsiung,Male,26,0,8,0,626,,,,
15576526,Heath,Female,61,0,5,0,487,,,,
15576550,Dellucci,Female,39,1,9,1,556,,,,
15576602,Li,Female,46,0,6,0,643,,,,
15576615,De Salis,Female,28,0,6,0,605,,,,
15576623,T'ang,Female,60,0,3,1,756,,,,
15576641,Richardson,Female,38,0,2,1,586,,,,
15576644,Fitch,Male,40,0,7,1,535,,,,
15576676,Stevenson,Female,35,0,4,1,678,,,,
15576680,Estes,Male,39,0,9,1,596,,,,
15576683,Lattimore,Male,26,0,9,1,648,,,,
15576706,Chung,Male,39,0,10,1,492,,,,
15576714,Utz,Male,45,1,0,1,702,,,,
15576723,Wei,Female,40,0,9,1,486,,,,
15576745,Boyle,Male,40,0,1,0,568,,,,
15576760,Nwachinemelu,Male,57,1,3,1,619,,,,
15576774,Kuznetsova,Male,41,1,2,0,724,,,,
15576824,Pisani,Female,33,0,0,1,548,,,,
15576928,Manna,Female,37,0,8,1,545,,,,
15576935,Collier,Male,33,0,8,0,683,,,,
15576945,Ricci,Female,51,1,3,0,762,,,,
15576990,Carr,Female,30,0,4,1,627,,,,
15577018,Hs?,Male,35,0,10,0,516,,,,
15577064,Findlay,Female,38,0,2,1,800,,,,
15577078,Hughes,Female,42,1,3,1,464,,,,
15577107,Chukwuemeka,Female,35,0,3,0,626,,,,
15577170,Genovese,Female,31,0,9,1,790,,,,
15577178,Swift,Female,34,1,7,1,534,,,,
15577274,Ugoji,Male,46,1,2,1,745,,,,
15577313,Parkinson,Male,47,0,3,0,553,,,,
15577359,Ross,Female,26,1,1,0,748,,,,
15577398,Oleary,Male,37,0,2,0,722,,,,
15577402,Turnbull,Male,40,1,4,1,501,,,,
15577423,Uspensky,Female,38,0,6,0,675,,,,
15577478,Cook,Female,47,0,6,1,778,,,,
15577514,Newbold,Female,38,0,7,1,494,,,,
15577515,Uchechukwu,Male,40,1,9,0,850,,,,
15577587,Ch'en,Male,31,0,7,0,592,,,,
15577598,He,Female,44,0,3,1,590,,,,
15577657,Hilton,Female,39,1,6,0,758,,,,
15577683,Sal,Male,36,0,5,1,506,,,,
15577695,Eluemuno,Male,33,1,3,1,733,,,,
15577700,Titus,Male,38,0,3,1,711,,,,
15577751,Yin,Male,43,1,1,0,514,,,,
15577771,Lettiere,Male,37,1,8,1,637,,,,
15577806,Templeman,Male,29,1,1,1,468,,,,
15577831,Chibuzo,Male,39,0,3,1,539,,,,
15577905,Sun,Female,25,0,3,1,509,,,,
15577913,Evans,Female,32,1,4,1,662,,,,
15577970,Ogbonnaya,Male,26,1,4,1,818,,,,
15577985,Enyinnaya,Male,33,0,9,1,608,,,,
15577988,Olisanugo,Female,32,1,9,1,850,,,,
15577999,Brookes,Female,38,0,5,1,816,,,,
15578006,Padovano,Male,35,0,8,1,536,,,,
15578045,Fisk,Male,35,1,3,1,753,,,,
15578073,Shih,Male,27,1,10,1,631,,,,
15578096,Hare,Male,37,0,1,1,703,,,,
15578098,Muir,Male,26,0,2,1,774,,,,
15578141,Fanucci,Male,28,0,8,1,785,,,,
15578156,Elewechi,Female,33,0,1,1,571,,,,
15578186,Johnston,Male,46,0,6,0,621,,,,
15578211,Pisano,Female,31,1,1,1,605,,,,
15578238,Ankudinov,Female,40,0,8,1,611,,,,
15578251,Nwokike,Male,38,1,7,1,569,,,,
15578297,Smith,Male,29,1,4,1,658,,,,
15578307,Atkins,Male,34,1,6,0,788,,,,
15578369,Burns,Female,23,0,5,1,525,,,,
15578374,Obiuto,Male,37,0,8,0,798,,,,
15578375,Pirozzi,Male,37,0,9,1,486,,,,
15578435,George,Male,61,0,9,1,615,,,,
15578462,Lewis,Female,35,1,0,1,730,,,,
15578515,Moran,Male,37,0,7,1,641,,,,
15578546,Dalrymple,Male,39,1,3,1,542,,,,
15578603,Carslaw,Male,30,1,2,0,692,,,,
15578648,Kirby,Female,55,1,9,1,714,,,,
15578671,Houghton,Male,29,1,1,1,591,,,,
15578722,Martin,Female,41,1,2,1,710,,,,
15578738,Tan,Female,38,1,4,0,639,,,,
15578747,Hsia,Female,47,0,6,0,531,,,,
15578761,Westerberg,Female,38,0,2,0,673,,,,
15578783,Hale,Male,36,1,8,1,765,,,,
15578787,Kryukova,Female,32,0,6,1,622,,,,
15578788,Sopuluchukwu,Male,40,1,5,1,806,,,,
15578799,Barry,Male,26,1,8,1,757,,,,
15578809,Selezneva,Female,58,1,8,0,570,,,,
15578825,Chizuoke,Male,32,1,4,1,555,,,,
15578835,Lueck,Male,54,1,5,1,692,,,,
15578865,Udinese,Male,60,0,5,1,774,,,,
15578866,Udobata,Male,44,1,9,1,638,,,,
15578878,Freeman,Female,41,0,4,0,543,,,,
15578908,Outlaw,Male,31,0,5,1,584,,,,
15578977,Obiuto,Male,30,0,7,1,691,,,,
15578980,Lo,Female,40,0,6,1,684,,,,
15579040,Okechukwu,Male,22,1,5,1,733,,,,
15579062,King,Female,37,1,2,1,599,,,,
15579074,Forbes,Female,31,1,10,1,524,,,,
15579109,Macleod,Female,38,0,6,1,632,,,,
15579112,Gibbs,Male,34,0,5,0,735,,,,
15579130,Isayev,Male,34,1,6,1,734,,,,
15579131,Pisano,Female,51,1,3,1,605,,,,
15579166,Belstead,Male,38,0,9,1,793,,,,
15579183,Vassiliev,Female,56,1,10,0,468,,,,
15579189,Schneider,Male,37,0,7,1,779,,,,
15579207,Mazzanti,Male,48,1,4,0,698,,,,
15579208,Knipe,Male,58,1,6,0,707,,,,
15579212,Macartney,Female,35,0,1,1,850,,,,
15579223,Madukwe,Male,56,1,7,1,850,,,,
15579262,Watts,Male,37,1,5,1,527,,,,
15579287,Humphreys,Male,32,1,8,1,696,,,,
15579334,Wu,Male,48,0,3,0,661,,,,
15579345,Chin,Female,31,1,2,1,776,,,,
15579387,Chesnokova,Male,43,1,2,1,701,,,,
15579433,Kung,Male,26,0,8,1,610,,,,
15579526,Lu,Female,48,0,3,1,572,,,,
15579548,Nkemakolam,Male,30,1,1,1,673,,,,
